Country Group Name,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
Middle East and Central Asia,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,Commodity Coal Price Index includes Australian and South African Coal,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Coal, South African export price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Lamb, frozen carcass Smithfield London, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,Commodity Timber Index includes Hardwood and Softwood Price Indices,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,Commodity Wool Index includes Coarse and Fine Wool Price Indices,"Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Middle East and Central Asia,"Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices","Index, 2016=100",,,,,,,,,,,
Middle East and Central Asia,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Tin, standard grade, LME spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Zinc, high grade 98% pure, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Middle East and Central Asia,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",U.S. dollars,Units,,,,,,,,,,
Sub-Saharan Africa,"Gross domestic product, constant prices",Percent change,,,3.134,-1.66,3.695,3.796,4.099,4.036,4.12,4.184,
Sub-Saharan Africa,"Gross domestic product, constant prices",Percent change (market exchange rates),,,,,,,,,,,
Sub-Saharan Africa,"Gross domestic product, current prices",U.S. dollars,Billions,,"1,756.46","1,661.93","1,882.23","2,053.32","2,237.22","2,428.51","2,643.61","2,905.82",
Sub-Saharan Africa,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,,"4,230.16","4,203.16","4,514.22","4,813.11","5,126.98","5,453.10","5,798.50","6,163.29",
Sub-Saharan Africa,"Gross domestic product, deflator","Index, 2000=100",,,,,,,,,,,
Sub-Saharan Africa,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,,"3,982.17","3,810.84","3,856.38","3,901.91","3,958.96","4,014.25","4,075.87","4,140.17",
Sub-Saharan Africa,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,,"4,150.24","4,019.54","4,214.15","4,381.26","4,551.10","4,719.83","4,896.39","5,076.70",
Sub-Saharan Africa,Output gap,Percent of potential GDP,,,,,,,,,,,
Sub-Saharan Africa,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,3.135,3.185,3.121,3.089,3.102,3.122,3.146,3.173,
Sub-Saharan Africa,Investment,Percent of GDP,,,23.177,23.066,23.323,23.523,24.227,24.149,24.138,23.901,
Sub-Saharan Africa,Gross national savings,Percent of GDP,,,19.616,19.878,21.085,20.79,21.281,21.272,21.257,21.177,
Sub-Saharan Africa,"Inflation, average consumer prices",Percent change,,,8.188,10.26,10.739,8.592,7.053,6.663,6.428,6.37,
Sub-Saharan Africa,"Inflation, end of period consumer prices",Percent change,,,9.168,10.707,10.144,7.56,6.886,6.512,6.421,6.327,
Sub-Saharan Africa,Three-month London interbank offered rate (LIBOR),Percent,,,,,,,,,,,
Sub-Saharan Africa,Trade volume of goods and services,Percent change,,,,,,,,,,,
Sub-Saharan Africa,Volume of imports of goods and services,Percent change,,,7.041,-10.138,6.856,5.476,6.166,4.466,4.063,3.594,
Sub-Saharan Africa,Volume of imports of goods,Percent change,,,6.63,-5.663,4.9,5.288,5.948,4.772,4.089,4.074,
Sub-Saharan Africa,Volume of exports of goods and services,Percent change,,,1.985,-9.481,4.616,4.892,5.916,4.882,4.93,4.872,
Sub-Saharan Africa,Volume of exports of goods,Percent change,,,2.205,-8.75,4.809,3.869,5.407,4.226,4.428,4.63,
Sub-Saharan Africa,Terms of trade of goods and services,Percent change,,,-1.649,-3.402,11.307,-2.001,-1.032,-0.699,-1.229,-0.478,
Sub-Saharan Africa,Terms of trade of goods,Percent change,,,-2.648,-0.279,9.804,-2.548,-1.37,-0.801,-1.139,-0.487,
Sub-Saharan Africa,Export price of manufactures,"U.S. dollars; index, 2000=100",,,,,,,,,,,
Sub-Saharan Africa,Export price of manufactures,U.S. dollars; annual percent change,,,,,,,,,,,
Sub-Saharan Africa,Unemployment rate,Percent of total labor force,,,,,,,,,,,
Sub-Saharan Africa,Employment,"Index, 2000=100",,,,,,,,,,,
Sub-Saharan Africa,General government revenue,Percent of GDP,,,17.033,15.601,16.252,16.315,16.179,16.18,16.086,16.012,
Sub-Saharan Africa,General government total expenditure,Percent of GDP,,,20.97,22.246,22.214,21.478,20.666,20.43,20.335,20.257,
Sub-Saharan Africa,General government net lending/borrowing,Percent of GDP,,,-3.937,-6.645,-5.963,-5.164,-4.488,-4.25,-4.248,-4.245,
Sub-Saharan Africa,General government structural balance,Percent of potential GDP,,,,,,,,,,,
Sub-Saharan Africa,General government primary net lending/borrowing,Percent of GDP,,,-1.435,-3.912,-3.189,-2.234,-1.436,-1.064,-0.925,-0.751,
Sub-Saharan Africa,General government net debt,Percent of GDP,,,,,,,,,,,
Sub-Saharan Africa,General government gross debt,Percent of GDP,,,50.426,57.248,56.632,56.451,55.766,55.321,54.876,54.548,
Sub-Saharan Africa,Current account balance,U.S. dollars,Billions,,-59.222,-49.184,-41.979,-54.508,-64.577,-68.368,-74.638,-78.198,
Sub-Saharan Africa,Current account balance,Percent of GDP,,,-3.372,-2.959,-2.23,-2.655,-2.886,-2.815,-2.823,-2.691,
Sub-Saharan Africa,Imports of goods and services,U.S. dollars,Billions,,480.643,402.142,480.782,513.097,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,Exports of goods and services,U.S. dollars,Billions,,409.491,333.665,430.477,448.523,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,Financial account balance,U.S. dollars,Billions,,-56.112,-30.12,-28.427,-44.075,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"Direct investment, net",U.S. dollars,Billions,,-28.421,-26.681,-24.164,-29.31,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"Portfolio investment, net",U.S. dollars,Billions,,-9.053,10.078,-10.501,-9.856,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"Financial derivatives, net",U.S. dollars,Billions,,0.285,0.699,0.734,0.781,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"Other investment, net",U.S. dollars,Billions,,-24.888,-4.145,-9.437,-5.061,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,Change in reserves,U.S. dollars,Billions,,6.338,-9.096,15.999,0.158,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total",U.S. dollars,Billions,,708.39,744.908,784.129,823.443,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total",Percent of GDP,,,41.978,45.347,42.401,40.713,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total",Percent of exports of goods and services,,,174.33,225.36,183.489,185.202,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total debt service",U.S. dollars,Billions,,112.14,107.79,143.923,141.242,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total debt service",Percent of GDP,,,6.574,6.286,7.823,7.062,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total debt service",Percent of exports of goods and services,,,27.959,33.136,34.172,32.222,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total debt service, interest",U.S. dollars,Billions,,17.621,18.061,19.376,20.384,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total debt service, interest",Percent of GDP,,,1.003,1.087,1.029,0.993,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total debt service, interest",Percent of exports of goods and services,,,4.393,5.552,4.6,4.65,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total debt service, amortization",U.S. dollars,Billions,,94.519,89.729,124.547,120.859,n/a,n/a,n/a,n/a,
Sub-Saharan Africa,"External debt, total debt service, amortization",Percent of GDP,,,5.381,5.399,6.617,5.886,n/a,n/a,n/a,n/a,
